Budget,Spend USA,Clicks USA,Purch USA,Spend A,Clicks A,Purch A,Spend B,Clicks B,Purch B
Actual,0.7528175625232393,0.4667266736375446,0.753356084528688,0.15113823798100492,0.19922094286172062,0.1893329461112728,0.09604419949575607,0.33405239748130167,0.05731096936003866
353,0.9320050604535578,0.9123264706961872,0.9464488354426426,0.06798673744938892,0.08767353803131289,0.053551164557357166,8.202097053546696e-06,0.0,0.0
